num,titulo_empleo,descripcion_empleo,etiquetas_empleo
841,"Desarrollador web senior, para unirse a nuestro equipo - NO BIDS FROM INDIA","Buscamos un desarrollador con las siguientes habilidades:

Conocedor de todas las plataformas de desarrollo web y landing pages, tanto para eCommerce como sitios in...grandes y de los cuales sentirse orgulloso.
Próximamente empezamos nuestros propio SEO (ebooks, webinars, etc).
Como líder del equipo tengo más de 10 años de experiencia en marketing digital 
Tengo conexiones en toda la industria online (autores best seller).
Entre otros.

Inicialmente pagaremos por proyectos, y tras comprobar el trabajo en 3 meses se negocia un fee mensual como Developer permanente. Posiblemente developer leader (senior).

Todo lo anterior debe ser comprobado con experiencia previa. 

Déjanos saber en tu presentación cómo puedes aportar a nuestro...","[""Diseño gráfico"", ""PHP"", ""Diseño de sitios web""]"
842,I need a new developer on Android SDK (Development agency),"I am in search of a new member of my team at  to be able to do the development of mobile applications on android, it is important to indicate the intended remuneration, we have an already armed team but we are missing an SDK developer to complete the team.

It is essential to speak in Spanish, have a good contact with the team on a daily basis, as well as respect our project manager to see what our team is developing, it is important that our new member understands that we have 30 minutes a day in the morning 10:30 AM (Argentina) where we talk about the progress and problems of the projects with the other team members.

Spanish:
Estoy en busqueda de un nuevo integrante de mi equipo en  para poder hacer el desarrollo de aplicaciones moviles en android, es importante que indique","[""Android"", ""iPhone"", ""Java"", ""Desarrollo de apps móviles"", ""PhoneGap""]"
843,Software manager for healthcare application // Manager de software para aplicación de salud.,"Hello, I'm looking for a project manager with experience overseeing software projects, your main responsibilities will be to manage developer resources, provide development workflows (bug tracker, feature backlog, etc...) and provide accountability towards shareholders. However, I hope you can provide a unique perspective in ways that I can not yet think of, so innovation is appreciated.

I am a software consultant currently working at a small imaging diagnostic clinic along several software development providers. My objective is to provide doctors and patients with digital access to images, in order to improve this critical user experience and reduce medical paper costs.

Over the course of 6 months I have managed to produce a couple of prototypes that started to have a real i...","[""Desarrollo ágil"", ""Gestión de productos"", ""Gestión de proyectos"", ""Desarrollo de software""]"
844,Proyecto .NET Core con Docker,Estamos completando algunas actividades de desarrollo en un proyecto con alta exposición y necesitamos de un frontend developer .NET con conocimiento experiencia en CORE y Docker. Necesitamos que estés en Córdoba - Argentina,"["".NET"", ""Docker"", ""Frontend Development"", ""Oracle"", ""Arquitectura de software""]"
845,"Telemedicine APP in native language, iOS and Android. / APP de Telemedicina en nativo. En IOS y en Android.","...Esta es la primera fase de un proyecto, habrá varias fases más para desarrollar en un futuro cercano, para seguir trabajando juntos si estamos satisfechos con el resultado.

We are looking for a mobile developer with iOS and Android skills. We need to implement a mobile APP in native language, iOS and Android.
The objective is to develop a Telemedicine APP with 5 steps.
Step 1: Login the ID PASSPORT.  
Step 2. Select a center. 
Step 3: Waiting Room. Wait for the visit to begin.
Step 4: Video call, using the Twilio SDK.
Step 5: Video call finished. Thank you.

We will provide the developer with all the design models, requirements and functions. We will also provide an API Rest and the documentation with the requests.
We will operate in the git repository, which must be up...","[""Android"", ""iPad"", ""iPhone"", ""Desarrollo de apps móviles"", ""Twilio""]"
846,Neurosky Waveclick,"Software de interface entre la diadema Neurosky Mindwave (blanca) y software que permita hacer click con el movimiento de los párpados (blink eyes). Pongo ejemplo del programa. Toda la información para hacer la aplicación está indicada a continuación.

Waveclick:



Neurosky Developer Tools:","[""Programación en C#""]"
847,Spanish to English on Wordpress Site,"Nos encontramos en búsqueda de un Web Developer con amplia experiencia para realizar correcciones menores y moderadas en proyecto Web y Móvil


INFORMACIÓN GENERAL:

Actualmente nos encontramos manejando una revista virtual en formato Wordpress con elementos animados en HTML5.

Esta consiste en dos versiones del mismo sitio, una en ingles y otra en español, que funcionan en paralelo,  al igual que una versión especial para dispositivos móviles de cada una de ellas.

Cada una de las versiones (ingles y español) presenta diferente contenido en su idioma correspondiente pero mantiene el mismo diseño y la misma estructura, con diferencias en los lenguajes y en los menús de navegación.","[""CSS"", ""HTML"", ""PHP"", ""Diseño de sitios web"", ""WordPress""]"
848,Bulding CRM (Based on suitecrm) for APP,"We are developing a CRM for APP, based on SuiteCRM (Sugar) and we seek an experienced developer to perform fixes in the development and improvements.","[""CRM"", ""MySQL"", ""PHP"", ""Arquitectura de software""]"
849,PHP/HTML 5 Developer must speak Spanish,"Hemos desarrollado una aplicación web en PHP y HTML 5, necesitamos otro desarrollador que nos ayude con las nuevas funciones y los errores. Esta es una posición de corto tiempo, pero puede convertirse en un trabajo más largo si encontramos a la persona adecuada.

Esta persona trabajará con nuestro desarrollador principal, quien lo ayudará a comprender el código base.","[""CSS"", ""HTML"", ""PHP"", ""Traductor de español"", ""Diseño de sitios web""]"
850,"SAP DEVELOPER SCP, HCI","SAP DEVELOPER SCP, HCI PARA PROYECTO DE 6 MESES EN CIUDAD DE MEXICO","[""Java"", ""Oracle"", ""SAP"", ""Arquitectura de software"", ""Diseño UML""]"
851,Developer spannish expert scrap AI logical PDF,"Necesito la ayuda de un desarrollador experto con alto conocimiento en scraps dinámicos y en lectura de hojas de PDF para extraer datos cada hora e identificar actualización de PDFs, se valorará conocimiento de tenis","[""Data Scraping"", ""MySQL"", ""PDF"", ""Arquitectura de software"", ""Traductor de español""]"
852,PROGRAMADOR DE REALIDAD AUMENTADA /  3D AUGMENTED REALITY DEVELOPER,"Necesitamos una persona que tenga conocimientos sobre realidad aumentada, vamos a realizar un catalogo sobre venta de productos en 3D.


We need a person who has knowledge about augmented reality, we will make a catalog about selling products in 3D.","[""Animación 3D"", ""Modelado 3D"", ""Renderización 3D"", ""Desarrollo de apps móviles"", ""Unity 3D""]"
853,Frontend developer / UI/UX Designer,"Posición

Serás el responsable de diseñar la experiencia de usuario de los productos tecnológicos de la empresa, aplicaciones complejas construidas desde cero mediante tus conocimientos de UI/UX y Frontend. Contarás con la colaboración del especialista backend y la coordinación del project manager.

Construirás productos tecnológicos en el sector del real estate, herramientas innovadoras tanto de tipo CRM/Saas de uso profesional como plataformas para uso de los particulares. ¡Apúntate para revolucionar el sector!

Habilidades y responsabilidades

Pasión por UI/UX
Manejo de alguna herramienta de diseño Inkscape/Photoshop/Illustrator
Conocimiento alto de HTML5, CSS3, Javascript
Dominio de Bootstrap
Cont...","[""Diseño gráfico"", ""HTML"", ""HTML5"", ""PHP"", ""Diseño de sitios web""]"
854,Flutter Front Developer,"Hello, we have 25 screens in adobe xd that should be created in flutter. (front only).
They should create animations and deliver a clean and orderly code.
We do not need the backend!
Thank you","[""Flutter""]"
855,Frontend developer,Se necesita frontend developer para el desarrollo de un startup.,"[""Diseño gráfico"", ""HTML"", ""HTML5"", ""Diseño de sitios web""]"
856,Ionic framework Frontend developer App - Maquetar App movil en Ionic framework,"Busco un experto para Maquetar aplicación móvil en ionic framework, el trabajo debe ser super limpio y totalmente fiel al diseño.

I´m looking for a ionic framework expert, for to make a frontend app, I need a super clean work, this must be identical to the proposal design","[""AngularJS"", ""Bootstrap"", ""HTML5"", ""Ionic Framework"", ""Desarrollo de apps móviles""]"
857,Traducción y transcripción para pruebas de TI,"Estamos en búsqueda de Freelancers para la realización de Traducciones y transcripciones de pruebas de TI de los siguientes temas:
- Advance Java
- Agile Scrum
- C Sharp Dot Net
- Full Stack Developer 
- Javascript
- PHP
Las traducciones se harían de inglés a español y se pagarían $0.40 MXN por palabra.
El monto total dependerá del número de pruebas que se tomen así como la cantidad de palabras de cada una, tienen un promedio de 1,800 preguntas cada una.
Es indispensable tener conocimientos básicos de TI o haber realizado traducciones de este tipo anteriormente para poder dar el contexto correcto.","[""Programación en C"", ""Mecanografía"", ""JavaScript"", ""Scrum"", ""Traducción""]"
858,Subir aplicación al appstore,"tengo una aplicación que me la rechaza la tienda de appstore por que es para un pequeño grupo de personas, y por lo que he visto la solucion es adquirir el apple developer program enterprise, necesito subirla para publicarla lo antes posible pero no quiero adquirir el developer program si tu lo tienes y me puedes ayuadar a publicarla esta bien, gracias.","[""iPhone"", ""Desarrollo de apps móviles"", ""Swift""]"
859,Frontend developer para desarrollo de software a medida,"Necesidad: Desarrollo frontend para nuevo proyecto web.
Alcance: ERP
Rubro: Fábrica de maquinaria a medida para la industria frigorífica.

Precisamos las siguientes habilidades:
- Desarrollo de web apps y librerías basadas en Angular.
- Implementación de ci/cd en servicios como bitbucket ci o gitlab ci.
- Angular + Google Material Design
- SQL Server
- HTML + CSS","[""AngularJS"", ""CSS"", ""HTML"", ""SQL"", ""Diseño de sitios web""]"
860,"App store, subir y crear pagina de una APP","Subir una app a la APP STORE de apple, busco a alguien que si tenga experiencia y lo pueda realizar. Apple developer pagado y añadidos algunos certificados. Muchas gracias, un saludo.","[""iPhone"", ""Desarrollo de apps móviles""]"
861,App developers/designers,"We are looking for a mobile application developer for android and IOS (there is an application in beta version that needs improvement), with experience in apple platform and google play for the initial distribution.

Buscamos desarrollador de aplicacion movil para android y IOS (Ya existe una aplicacion en version beta que necesita mejoras en cuanto a diseño y funcionalidad), Necesitamos que tambien tenga experiencia en cargar aplicacion a las plataformas de apple y google play para la distribucion inicial a nivel mundial..","[""Android"", ""App Design"", ""Desarrollador de aplicaciones"", ""iOS Development"", ""Desarrollo de apps móviles""]"
862,Full Stack Developer,"Estamos buscando una persona o equipo que sea de México o España y que sea Full Stack developer, es decir, que cubra tanto la parte de Front-End como Back-End y maneje bien Sistemas. La parte de Front no es tan importante, ya que hay una persona encargada. Trabajamos en nuestro proyecto con Ruby + AWS + Nginx, por lo que estas 3 destrezas son imprescindibles. Presenten sus propuestas, también expertos en Php + AWS serían perfiles que nos encajan.

La web sería parecida a Radarcupon [dot] es para que ustedes puedan ojearla y ver si son capaces de hacer algo similar.","[""Amazon Web Services"", ""MySQL"", ""PHP"", ""Ruby on Rails"", ""Web Hosting""]"
